,사업장명,인허가일자,인허가취소일자,폐업일자,상세영업상태코드,상세영업상태명,도로명주소,지번주소
2369,목동스포츠센터,2001-03-26,,,13,영업중,서울특별시 양천구 목동서로 130  (목동목동(아)4단지내),서울특별시 양천구 목동 904번지 목동(아)4단지내 
2370,신드롬PT스튜디오,2016-09-20,,,13,영업중,서울특별시 양천구 오목로 316 (목동),서울특별시 양천구 목동 405-136 2층
2371,이강섭헬스클리닉,2003-11-05,,,13,영업중,서울특별시 양천구 남부순환로 431 (신월동),서울특별시 양천구 신월동 223-1번지 
2372,굿모닝 휘트니스,2004-11-03,,,13,영업중,서울특별시 양천구 목동동로12길 42 (신정동),서울특별시 양천구 신정동 118-3번지 
2373,애플짐,2006-04-26,,,13,영업중,서울특별시 양천구 목동서로 349  (신정동목동센트럴플라자 15층),서울특별시 양천구 신정동 321-6번지 목동센트럴플라자 15층 
2374,더 스페셜짐,1995-04-25,,,13,영업중,서울특별시 양천구 신월로 338 5층 (신정동),서울특별시 양천구 신정동 1026-1번지 
2375,레벨업휘트니스,1995-05-16,,,13,영업중,서울특별시 양천구 남부순환로 341 (신월동),서울특별시 양천구 신월동 51-7번지 
2376,업투 목동점,2002-09-10,,,13,영업중,서울특별시 양천구 목동동로 55 (신정동밀레니엄프라자10층),서울특별시 양천구 신정동 323-17 밀레니엄프라자10층 
2377,MH토탈휘트니스,2010-07-01,,,13,영업중,서울특별시 양천구 신월로 164 1001~1004호 (신월동 승일뷰티타워2),서울특별시 양천구 신월동 550-3번지 승일뷰티타워2 10층(1001호~1004호) 
2378,머슬365,2010-07-16,,,13,영업중,서울특별시 양천구 목동중앙북로7가길 60 (목동4층),서울특별시 양천구 목동 606-9번지 4층 
2379,K퍼스널트레이닝샵,2010-08-10,,,13,영업중,서울특별시 양천구 목동동로 63 901904호 (신정동),서울특별시 양천구 신정동 323-16번지 
2380,Min's맞춤운동전문센터,2010-09-01,,,13,영업중,서울특별시 양천구 신목로 97 (목동601호),서울특별시 양천구 목동 405-24번지 601호 
2381,위트짐,2011-01-13,,,13,영업중,서울특별시 양천구 등촌로 102-1 (목동2층),서울특별시 양천구 목동 722-1 2층 
2382,주식회사 이태원짐 서대문구청점,2022-09-16,,,13,영업중,서울특별시 서대문구 연희로 286 연희127빌딩 2층 (홍은동),서울특별시 서대문구 홍은동 426 연희127빌딩
2383,브이핏,2011-04-13,,,13,영업중,서울특별시 양천구 목동서로 133-2 목동하나프라자 1201호 (목동),서울특별시 양천구 목동 905-34번지 목동하나프라자 
2384,DAGYM-FITNESS,2011-08-19,,,13,영업중,서울특별시 양천구 등촌로 172 등촌빌딩 3층 (목동),서울특별시 양천구 목동 657-21번지 등촌빌딩 
2385,비컴스 피트니스,2011-09-20,,,13,영업중,,서울특별시 양천구 목동 408-174 지층 
2386,엘리트핏24  휘트니스,2010-06-17,,,13,영업중,서울특별시 양천구 신목로2길 68 (목동오목빌딩 지1층),서울특별시 양천구 목동 404-5번지 오목빌딩 지1층 
2387,펌프짐헬스클럽,1999-12-13,,,13,영업중,서울특별시 양천구 목동중앙로 45 4층 (목동),서울특별시 양천구 목동 773-2번지 
2388,조형기 헬스,1998-11-03,,,13,영업중,서울특별시 양천구 오목로 146 (신정동),서울특별시 양천구 신정동 946-1번지 
2389,머슬앤모션,2013-12-20,,,13,영업중,서울특별시 양천구 오목로 328 4층 (목동),서울특별시 양천구 목동 405-284번지 4층 
2390,휘트니스 파이(FITNESS PI),2014-02-10,,,13,영업중,서울특별시 양천구 목동동로 177 2층 201.202.203.204호 (신정동 삼성쉐르빌2),서울특별시 양천구 신정동 318-12번지 삼성쉐르빌2 
2391,스포짐,2014-06-27,,,13,영업중,서울특별시 양천구 오목로 299 목동트라팰리스 지하층 102호 (목동),서울특별시 양천구 목동 962번지 목동트라팰리스 지하층 102호 
2392,커브스 염창클럽,2014-07-09,,,13,영업중,서울특별시 양천구 공항대로 558 지층 101호 (목동),서울특별시 양천구 목동 603-5번지 지 101호
2393,레이디 휘트니스,2015-03-05,,,13,영업중,서울특별시 양천구 신월로 320 (신정동),서울특별시 양천구 신정동 1028-4번지 
2394,해동24시사우나헬스,2015-04-29,,,13,영업중,서울특별시 양천구 목동동로12길 45 (목동),서울특별시 양천구 목동 933 지하1층 
2395,플러스버닝,2015-05-12,,,13,영업중,서울특별시 양천구 공항대로 556 지하1층 (목동),서울특별시 양천구 목동 603-4 유창빌딩 지하1층 
2396,리오 퍼스널 트레이닝,2012-11-21,,,13,영업중,서울특별시 양천구 오목로 300 205동 208호 (목동 현대하이페리온2),서울특별시 양천구 목동 961 현대하이페리온2 
2397,머스트 짐,2013-05-30,,,13,영업중,서울특별시 양천구 목동로 218 4층 (목동),서울특별시 양천구 목동 808-7번지 4층 
2398,브이핏1:1퍼스널트레이닝,2013-08-26,,,13,영업중,서울특별시 양천구 목동서로 63 302호 (목동),서울특별시 양천구 목동 907-6번지 302호
2399,마이프라이빗짐,2013-10-24,,,13,영업중,서울특별시 양천구 국회대로 279 (목동),서울특별시 양천구 목동 803-27 
2400,Fitness2.0 PT Studio,2013-11-12,,,13,영업중,서울특별시 양천구 목동로 181 302호 (신정동),서울특별시 양천구 신정동 995-4번지 302호
2401,라이프헬스클럽,1989-12-06,,,13,영업중,서울특별시 양천구 신월로 173 4층 (신월동),서울특별시 양천구 신월동 537-7번지 4층 
2402,양천헬스,1999-12-16,,,13,영업중,서울특별시 양천구 중앙로 231 (신정동),서울특별시 양천구 신정동 1148-3번지 
2403,목동PT 임펄스핏,2020-01-16,,,13,영업중,서울특별시 양천구 오목로 194 정우빌딩 5층 (신정동),서울특별시 양천구 신정동 953-8 정우빌딩 
2404,Play PT studio,2020-01-23,,,13,영업중,서울특별시 양천구 등촌로 228 청원빌딩 3층 (목동),서울특별시 양천구 목동 606-13번지 청원빌딩 
2405,목동오목교YPTEMSGYM,2020-03-18,,,13,영업중,서울특별시 양천구 목동서로 240 2층 (목동),서울특별시 양천구 목동 406-250 
2406,봉스짐,2022-01-13,,,13,영업중,서울특별시 양천구 목동동로 177 지하1층 (신정동 삼성쉐르빌2),서울특별시 양천구 신정동 318-12 삼성쉐르빌2 
2407,클럽페이스메이커 목1점,2016-11-10,,,13,영업중,서울특별시 양천구 목동중앙본로 69 삼성빌딩 (목동),서울특별시 양천구 목동 315-2번지 삼성빌딩 3층 
2408,FIT U.S.A(피투사),2017-03-15,,,13,영업중,서울특별시 양천구 신목로 98 2층 (목동),서울특별시 양천구 목동 404-137번지 2층 
2409,GYM I(짐아이),2017-07-18,,,13,영업중,서울특별시 양천구 신정로13길 22 4층 403호 (신정동 대림프라자),서울특별시 양천구 신정동 1289 대림프라자 403호
2410,목동역점 스포애니 (주)케이디스포츠,2017-08-04,,,13,영업중,서울특별시 양천구 목동로 189 지층 (신정동),서울특별시 양천구 신정동 994-5 
2411,(주)짐사이어티,2017-08-31,,,13,영업중,서울특별시 양천구 목동로 185 지층 (신정동),서울특별시 양천구 신정동 995-1번지 지층 
2412,ONE FIT,2018-01-05,,,13,영업중,서울특별시 양천구 신월로 293 3층 (신정동),서울특별시 양천구 신정동 973-34번지 3층 
2413,S-GYM,2018-02-20,,,13,영업중,서울특별시 양천구 목동중앙로 71 B1층 (목동),서울특별시 양천구 목동 762-6번지 
2414,산체스짐,2018-04-12,,,13,영업중,서울특별시 양천구 목동동로8길 27 태양빌딩 2층 (신정동),서울특별시 양천구 신정동 282-12번지 태양빌딩 2층 
2415,미니휘트니스3,2018-04-18,,,13,영업중,서울특별시 양천구 목동서로 377 이스타빌 B동 201208호 (신정동),서울특별시 양천구 신정동 323-9번지 이스타빌 B동 201호208호 
2416,칸 스포츠,2017-05-25,,,13,영업중,서울특별시 양천구 남부순환로 566 (신월동 경창빌딩),서울특별시 양천구 신월동 994-9번지 2층 
2417,에너짐,2017-06-16,,,13,영업중,서울특별시 양천구 월정로 29 지하1층 (신월동 태현빌딩),서울특별시 양천구 신월동 444-13 태현빌딩지하1층 
2418,청춘헬스,2018-08-03,,,13,영업중,서울특별시 양천구 중앙로 265 지층 (신정동),서울특별시 양천구 신정동 1183-5번지 지층 
2419,케이불스 휘트니스 신월사거리점,2020-04-20,,,13,영업중,서울특별시 양천구 가로공원로 119 4층 (신월동),서울특별시 양천구 신월동 81-21번지 
2420,에이앤프리햅,2021-11-18,,,13,영업중,서울특별시 양천구 목동동로 391 지하1층 (목동 현대파크빌),서울특별시 양천구 목동 907-23 현대파크빌 
2421,뉴블랙짐,2021-10-08,,,13,영업중,서울특별시 양천구 목동로 234 경원빌딩 3층 (목동),서울특별시 양천구 목동 808-1 경원빌딩 
2422,Gym BX4,2020-07-27,,,13,영업중,서울특별시 양천구 목동중앙서로 24 지층 (목동),서울특별시 양천구 목동 797-3 
2423,엠에스피지컬,2021-07-08,,,13,영업중,서울특별시 양천구 오목로 178 3층 (신정동),서울특별시 양천구 신정동 952-5 
2424,핏플필라테스엔휘트니스,2021-09-17,,,13,영업중,서울특별시 양천구 목동동로8길 23 메리트윈 6층 (신정동),서울특별시 양천구 신정동 282-2 메리트윈 
2425,휘게짐,2021-09-08,,,13,영업중,서울특별시 양천구 등촌로 102-1 현정빌딩 2층 (목동),서울특별시 양천구 목동 722-1 현정빌딩 
2426,럭스짐,2021-09-08,,,13,영업중,서울특별시 양천구 오목로 225 크로노스 빌딩 9층 (신정동),서울특별시 양천구 신정동 902-14 크로노스 빌딩 
2427,리온바디,2021-07-05,,,13,영업중,서울특별시 양천구 오목로24길 29 B01호 (신정동 신성 스카이뷰),서울특별시 양천구 신정동 973-39 신성 스카이뷰 
2428,신드롬PT스튜디오 신정역2호점,2021-07-29,,,13,영업중,서울특별시 양천구 오목로 157 2층 (신정동),서울특별시 양천구 신정동 922-24 
2429,해부학적운동 목동점,2021-08-30,,,13,영업중,서울특별시 양천구 목동로25길 6 화창빌딩 201호 (신정동),서울특별시 양천구 신정동 895-46 화창빌딩 
2430,바디바디 피트니스,2021-06-14,,,13,영업중,서울특별시 양천구 오목로 350 썬택씨티빌딩 지층 (목동),서울특별시 양천구 목동 404-177 썬택씨티빌딩 지층 
2431,헬린 목동점,2021-06-17,,,13,영업중,서울특별시 양천구 등촌로 32 목동 태영프라자 7층 (목동),서울특별시 양천구 목동 792-4 목동 태영프라자 7층 
2432,엠브이핏(MVFIT),2021-05-10,,,13,영업중,서울특별시 양천구 중앙로 251 206호 (신정동),서울특별시 양천구 신정동 1182-2 206호
2433,에스짐 파리공원점,2021-07-01,,,13,영업중,서울특별시 양천구 목동서로 63 목동일번가빌딩 601602604605606호 (목동),서울특별시 양천구 목동 907-6 목동일번가빌딩 
2434,PeTer Gym Studio,2021-06-08,,,13,영업중,서울특별시 양천구 오목로 169 2층 (신정동),서울특별시 양천구 신정동 917-21 2층 
2435,센트로 짐,2020-09-08,,,13,영업중,서울특별시 양천구 목동남로4길 80 지층 203 204호 (신정동 목동파크자이),서울특별시 양천구 신정동 171-61 B203 B204호
2436,리파인 더 핏,2020-09-03,,,13,영업중,서울특별시 양천구 목동서로 285 황금프라자 801802호 (신정동),서울특별시 양천구 신정동 318-5 황금프라자 8018호
2437,미니 휘트니스,2020-09-27,,,13,영업중,서울특별시 양천구 목동동로 377 지하1층 (목동),서울특별시 양천구 목동 907-18 지하1층 
2438,몬스터핏189,2020-09-23,,,13,영업중,서울특별시 양천구 목동동로 189 201호 (신정동 삼성쉐르빌1),서울특별시 양천구 신정동 318-10 삼성쉐르빌1 201호
2439,스테디 짐,2020-10-05,,,13,영업중,서울특별시 양천구 목동동로 339 B133 ~ 134호 (목동 목동트윈빌),서울특별시 양천구 목동 905-22 목동트윈빌 B133~134호 
2440,씨너지핏,2021-02-19,,,13,영업중,서울특별시 양천구 목동동로 339 B-126-3호 (목동 목동트윈빌),서울특별시 양천구 목동 905-22 목동트윈빌 B-126-3호 
2441,벨류핏,2021-02-10,,,13,영업중,서울특별시 양천구 목동중앙본로32길 2 2층 (목동 대명국경하임A),서울특별시 양천구 목동 531 대명국경하임A 201호
2442,메가짐 목동,2021-04-14,,,13,영업중,서울특별시 양천구 중앙로 181 복합메디컬타운 지하2층 201호 (신정동),서울특별시 양천구 신정동 1268 복합메디컬타운 지하2층 201호 
2443,트루그릿 피트니스,2018-12-06,,,13,영업중,서울특별시 양천구 목동동로 411 지층 110111호 (목동 부영그린타운3차),서울특별시 양천구 목동 908-34 부영그린타운3차 
2444,이끌리짐,2020-11-27,,,13,영업중,서울특별시 양천구 등촌로 142 지하1층 (목동),서울특별시 양천구 목동 709-1 지하1층 
2445,씨엔조이레져스포츠,2021-01-27,,,13,영업중,서울특별시 양천구 신월로 312 3층 (신정동),서울특별시 양천구 신정동 1028-1 3층 
2446,정목종합체육관,1995-11-30,,2019-08-06,35,직권말소,서울특별시 양천구 목동중앙본로 42 (목동),서울특별시 양천구 목동 749-5번지 
2447,골드헬스,1997-04-16,,2019-08-06,35,직권말소,서울특별시 양천구 신정중앙로 49 (신정동),서울특별시 양천구 신정동 877-13번지 
2448,바디포커스(Body Focus),2011-11-28,,2019-08-06,35,직권말소,서울특별시 양천구 등촌로 46 4층 401호 (목동),서울특별시 양천구 목동 788-1번지 4층 401호 
2449,라이프센터 연,2012-10-11,,2019-08-06,35,직권말소,서울특별시 양천구 목동동로 339 (목동),서울특별시 양천구 목동 905-22번지 
2450,그린 체력단련장,2012-11-09,,2020-08-24,35,직권말소,서울특별시 양천구 중앙로46길 1 지하1층 (신정동),서울특별시 양천구 신정동 971-14 지하1층 
2451,역산헬스클럽,2007-06-20,,2019-08-06,35,직권말소,서울특별시 양천구 지양로7길 12 (신월동동성빌딩 4층),서울특별시 양천구 신월동 931-15번지 동성빌딩 4층 
2452,6pack fitness korea,2007-06-25,,2017-01-06,35,직권말소,서울특별시 양천구 오목로 279 B01호 (목동현대프라자),서울특별시 양천구 목동 406-4번지 현대프라자 B01호
2453,커브스신정클럽,2008-07-04,,2020-08-24,35,직권말소,서울특별시 양천구 목동동로 65 (신정동센타프라자 303호),서울특별시 양천구 신정동 323-10 센타프라자 303호 
2454,머슬마인드 신정점,2015-08-19,,2020-08-24,35,직권말소,서울특별시 양천구 오목로 194 5층 (신정동 정우빌딩),서울특별시 양천구 신정동 953-8 정우빌딩 
2455,휘트니스 인 파라오,2009-03-05,,2012-01-13,35,직권말소,서울특별시 양천구 오목로 238  (신정동2층),서울특별시 양천구 신정동 994-2번지 2층 
